Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
28.04.2019;23:00;-2.212;3.833;-0;0;-1.607;0;-1.999;521;-883;413;-0;0;-610;0;-1.352;117;-1.072;427;-0
29.04.2019;00:00;-749;3.691;-0;0;-729;0;-1.662;486;-1.079;429;-0;0;-610;15;-913;32;-904;495;-0
29.04.2019;01:00;-1.809;3.686;-0;0;-746;0;-1.702;293;-1.239;353;-0;0;-610;10;-1.075;0;-1.129;350;-0
29.04.2019;02:00;-2.427;3.492;-0;0;-791;0;-1.938;277;-1.275;325;-0;0;-610;14;-915;0;-1.334;328;-0
29.04.2019;03:00;-3.164;2.932;-0;0;-752;0;-1.812;377;-1.217;210;-0;0;-610;23;-756;0;-1.975;416;-0
29.04.2019;04:00;-2.825;2.769;-0;0;-975;0;-1.219;350;-1.174;272;-0;0;-179;6;-805;0;-2.272;402;-0
29.04.2019;05:00;-2.046;1.997;-0;0;-975;82;-163;498;-1.143;305;-0;0;-2;37;-792;0;-2.414;524;-0
29.04.2019;06:00;-3.977;634;-98;0;-1.524;2;-710;717;-911;356;-0;0;-93;47;-1.010;0;-2.348;961;-0
29.04.2019;07:00;-2.564;1.569;-2;0;-2.276;41;-494;841;-871;403;-0;0;-98;81;-1.063;31;-1.516;790;-0
29.04.2019;08:00;-2.102;1.714;-2;0;-2.263;48;-300;850;-737;414;-0;0;-59;2;-997;35;-1.534;727;-0
29.04.2019;09:00;-600;1.683;-42;0;-1.990;240;-80;1.017;-493;426;-0;0;-58;55;-688;0;-1.413;743;-0
29.04.2019;10:00;308;1.228;-101;0;-1.166;176;-10;1.293;-390;425;-0;0;-58;59;-449;0;-1.547;848;-0
29.04.2019;11:00;565;848;-138;0;-665;30;-108;1.339;-414;433;-0;0;-80;292;-230;0;-1.603;861;-0
29.04.2019;12:00;1.396;622;-78;0;-413;32;-588;1.911;-210;415;-0;0;-81;641;-159;0;-1.738;1.042;-0
29.04.2019;13:00;1.686;706;-0;0;-178;44;-529;1.886;-164;395;-0;0;-1;707;-160;0;-1.995;975;-0
29.04.2019;14:00;1.164;632;-0;0;-385;359;-61;1.735;-167;353;-0;2;-0;452;-138;0;-2.561;943;-0
29.04.2019;15:00;100;376;-0;0;-667;727;-76;1.614;-231;271;-0;2;-0;445;-145;0;-3.213;997;-0
29.04.2019;16:00;22;630;-0;0;-705;687;-8;1.714;-235;267;-0;2;-0;532;-159;0;-3.526;823;-0
29.04.2019;17:00;-370;848;-0;0;-609;290;-553;1.785;-255;322;-0;0;-88;699;-179;0;-3.408;778;-0
29.04.2019;18:00;-1.426;728;-2;0;-935;67;-575;1.472;-326;364;-0;0;-66;279;-294;0;-3.012;874;-0
29.04.2019;19:00;-2.469;796;-96;0;-1.813;3;-519;1.417;-296;386;-0;0;-0;66;-566;0;-2.649;802;-0
29.04.2019;20:00;-2.083;754;-223;0;-1.590;2;-447;1.376;-297;336;-0;2;-0;132;-400;0;-2.965;1.237;-0
29.04.2019;21:00;-1.448;1.154;-261;0;-1.156;0;-444;910;-366;360;-0;2;-0;102;-480;0;-2.517;1.248;-0
29.04.2019;22:00;-527;1.299;-261;0;-454;0;-773;797;-482;402;-0;0;-92;93;-401;0;-1.963;1.308;-0
29.04.2019;23:00;1.356;1.795;-4;388;-66;0;-721;572;-748;446;-0;0;-97;161;-451;0;-1.016;1.097;-0
30.04.2019;00:00;1.031;1.796;-0;372;-27;4;-580;442;-838;354;-0;0;-98;352;-447;0;-1.204;905;-0
30.04.2019;01:00;-726;1.300;-0;275;-181;0;-785;301;-810;291;-0;0;-97;375;-492;0;-1.690;787;-0
30.04.2019;02:00;-2.282;757;-2;329;-264;0;-738;179;-900;234;-0;0;-97;267;-516;0;-2.207;676;-0
30.04.2019;03:00;-3.977;313;-86;146;-356;0;-650;144;-951;184;-0;0;-97;194;-546;0;-2.891;619;-0
30.04.2019;04:00;-4.576;271;-222;202;-410;15;-596;87;-1.151;179;-0;0;-1;160;-619;0;-3.015;524;-0
30.04.2019;05:00;-2.585;525;-308;129;-376;520;-123;231;-852;250;-0;2;-0;44;-495;0;-2.883;751;-0
30.04.2019;06:00;-4.475;0;-1.194;0;-1.195;628;-0;380;-723;277;-0;0;-93;81;-701;0;-2.910;975;-0
30.04.2019;07:00;-3.712;278;-1.135;0;-2.097;951;-0;535;-404;375;-0;0;-98;91;-935;0;-2.280;1.007;-0
30.04.2019;08:00;-3.069;963;-941;0;-2.362;791;-0;676;-369;390;-0;0;-98;108;-704;0;-2.416;893;-0
30.04.2019;09:00;84;2.017;-596;0;-2.056;638;-0;1.085;-334;425;-0;0;-98;146;-339;0;-1.782;978;-0
30.04.2019;10:00;-238;1.910;-584;0;-2.076;499;-0;1.251;-268;420;-0;0;-98;237;-357;0;-2.066;894;-0
30.04.2019;11:00;2.302;1.865;-458;0;-937;449;-1;1.666;-217;472;-0;0;-98;570;-196;0;-1.713;900;-0
30.04.2019;12:00;4.620;1.791;-377;69;-243;679;-55;1.957;-155;479;-0;0;-2;827;-51;0;-1.365;1.066;-0
30.04.2019;13:00;5.603;1.739;-295;328;-147;1.040;-0;1.989;-133;446;-0;184;-0;992;-0;0;-1.527;987;-0
30.04.2019;14:00;5.653;1.636;-25;388;-143;1.369;-0;1.974;-116;361;-0;198;-0;976;-6;0;-1.908;949;-0
30.04.2019;15:00;4.725;1.391;-11;341;-175;1.441;-0;1.944;-99;318;-0;198;-0;881;-0;0;-2.322;818;-0
30.04.2019;16:00;3.262;1.417;-47;235;-303;1.393;-0;1.591;-118;327;-0;198;-0;687;-2;0;-2.898;782;-0
30.04.2019;17:00;1.504;1.367;-352;65;-436;1.046;-0;1.363;-149;404;-0;15;-0;656;-73;0;-3.209;807;-0
30.04.2019;18:00;-2.415;963;-532;0;-1.465;574;-0;674;-153;454;-0;0;-93;79;-457;0;-3.329;870;-0
30.04.2019;19:00;-5.919;729;-688;0;-2.366;207;-3;187;-370;455;-0;0;-98;0;-1.106;0;-3.624;758;-0
30.04.2019;20:00;-5.433;822;-678;0;-2.406;130;-17;268;-392;519;-0;0;-98;0;-1.065;0;-3.742;1.226;-0
30.04.2019;21:00;-6.268;1.027;-580;0;-2.291;97;-100;4;-671;506;-0;0;-98;0;-1.417;0;-3.646;901;-0
30.04.2019;22:00;-3.873;1.447;-456;0;-985;48;-534;5;-803;488;-0;0;-146;0;-917;0;-2.864;844;-0
30.04.2019;23:00;-1.754;1.728;-341;240;-152;27;-792;0;-1.038;545;-0;0;-147;142;-610;0;-2.016;660;-0
01.05.2019;00:00;-1.737;2.381;-8;15;-199;1;-818;0;-1.411;289;-0;0;-147;454;-780;0;-1.851;337;-0
01.05.2019;01:00;-1.515;2.926;-0;32;-397;64;-373;0;-1.721;221;-0;0;-147;444;-831;0;-1.872;140;-1
01.05.2019;02:00;-1.091;3.257;-0;6;-140;86;-284;0;-1.694;201;-0;0;-147;262;-791;0;-2.019;172;-0
01.05.2019;03:00;-1.911;3.153;-0;3;-140;426;-234;0;-1.829;232;-0;0;-147;127;-884;0;-2.769;151;-0
01.05.2019;04:00;-2.228;3.072;-0;8;-106;251;-344;0;-1.793;248;-0;0;-147;289;-808;0;-3.009;114;-3
01.05.2019;05:00;-871;3.936;-0;253;-131;294;-440;0;-1.722;288;-0;0;-147;109;-847;0;-2.597;142;-9
01.05.2019;06:00;-213;4.019;-0;294;-255;628;-307;0;-1.458;201;-0;0;-99;141;-908;0;-2.767;299;-1
01.05.2019;07:00;523;4.113;-0;96;-235;714;-81;0;-1.433;210;-0;0;-98;192;-743;0;-2.553;341;-0
01.05.2019;08:00;2.272;4.677;-0;96;-58;253;-220;0;-1.186;244;-0;0;-59;318;-379;0;-1.986;572;-0
01.05.2019;09:00;3.541;4.690;-0;454;-30;422;-379;0;-943;269;-0;1;-0;410;-268;0;-1.820;735;-0
01.05.2019;10:00;5.897;5.074;-0;678;-0;352;-71;0;-691;343;-0;3;-0;491;-105;214;-1.200;809;-0
01.05.2019;11:00;6.548;4.984;-0;849;-0;290;-195;1;-501;368;-0;3;-0;558;-18;341;-1.049;917;-0
01.05.2019;12:00;7.318;4.259;-0;941;-2;90;-25;208;-233;412;-0;118;-0;735;-0;405;-703;1.113;-0
01.05.2019;13:00;7.609;4.109;-0;848;-17;356;-0;431;-202;368;-0;72;-0;758;-0;322;-608;1.172;-0
01.05.2019;14:00;8.309;4.035;-0;873;-14;682;-0;676;-162;366;-0;70;-0;902;-0;140;-636;1.377;-0
01.05.2019;15:00;6.632;4.005;-0;741;-258;356;-0;631;-207;301;-0;70;-0;723;-57;7;-977;1.297;-0
01.05.2019;16:00;5.960;3.966;-0;632;-172;324;-0;535;-248;318;-0;70;-0;635;-25;0;-1.267;1.192;-0
01.05.2019;17:00;4.463;4.053;-0;287;-94;346;-0;328;-343;298;-0;4;-0;599;-42;0;-2.023;1.050;-0
01.05.2019;18:00;2.147;3.924;-0;69;-219;276;-1;288;-669;256;-0;2;-0;307;-262;0;-2.660;836;-0
01.05.2019;19:00;70;3.943;-0;0;-903;15;-341;269;-864;297;-0;0;-93;53;-563;0;-2.455;712;-0
01.05.2019;20:00;63;3.651;-0;0;-907;3;-665;525;-702;277;-0;0;-98;133;-414;0;-2.688;948;-0
01.05.2019;21:00;339;3.587;-0;0;-819;17;-481;426;-802;310;-0;0;-2;173;-541;0;-2.324;795;-0
01.05.2019;22:00;1.372;3.536;-0;0;-564;46;-549;496;-817;408;-0;0;-139;270;-482;0;-1.646;813;-0
01.05.2019;23:00;2.666;3.765;-0;193;-97;22;-815;499;-890;450;-0;0;-147;166;-368;0;-915;803;-0
02.05.2019;00:00;3.675;3.665;-0;938;-82;28;-825;519;-959;432;-0;0;-196;276;-357;0;-597;833;-0
02.05.2019;01:00;4.224;3.251;-0;1.442;-0;53;-684;465;-1.024;443;-0;0;-197;250;-418;9;-115;749;-0
02.05.2019;02:00;3.338;2.932;-0;1.405;-54;56;-721;400;-1.056;393;-0;0;-197;324;-374;0;-335;565;-0
02.05.2019;03:00;3.010;2.703;-0;1.334;-157;66;-674;524;-929;380;-0;0;-197;401;-296;0;-852;707;-0
02.05.2019;04:00;2.941;2.703;-0;1.130;-59;91;-589;525;-879;370;-0;0;-197;524;-244;0;-1.136;702;-0
02.05.2019;05:00;3.645;2.953;-0;966;-28;160;-585;671;-1.025;441;-0;0;-197;531;-220;0;-914;892;-0
02.05.2019;06:00;-546;894;-0;0;-306;157;-585;781;-803;399;-0;0;-102;110;-341;0;-1.742;992;-0
02.05.2019;07:00;316;997;-0;0;-1.389;93;-579;772;-196;492;-0;0;-98;328;-261;33;-1.189;1.313;-0
02.05.2019;08:00;2.424;2.109;-0;44;-1.504;31;-401;509;-0;598;-0;0;-98;498;-243;590;-860;1.151;-0
02.05.2019;09:00;3.696;2.412;-0;4;-987;92;-335;421;-0;624;-0;0;-98;609;-109;737;-573;899;-0
02.05.2019;10:00;4.945;2.222;-0;21;-306;202;-335;552;-0;635;-0;0;-98;868;-0;673;-411;922;-0
02.05.2019;11:00;7.510;2.749;-0;546;-0;56;-337;816;-0;689;-0;0;-98;1.198;-0;780;-61;1.172;-0
02.05.2019;12:00;8.315;2.720;-0;982;-0;53;-345;795;-0;674;-0;0;-98;1.438;-0;929;-0;1.167;-0
02.05.2019;13:00;8.616;2.677;-0;1.195;-0;42;-324;701;-0;682;-0;0;-98;1.705;-0;906;-0;1.130;-0
02.05.2019;14:00;7.635;2.410;-0;1.039;-0;48;-336;681;-0;677;-0;0;-98;1.474;-0;639;-0;1.101;-0
02.05.2019;15:00;6.869;2.437;-0;947;-0;1;-381;627;-0;683;-0;0;-98;1.286;-0;373;-16;1.010;-0
02.05.2019;16:00;5.516;2.189;-0;463;-1;5;-367;695;-0;622;-0;0;-98;1.222;-0;16;-383;1.153;-0
02.05.2019;17:00;2.656;1.033;-0;226;-81;0;-592;661;-0;553;-0;0;-98;1.114;-6;0;-1.386;1.232;-0
02.05.2019;18:00;505;762;-0;0;-898;0;-941;530;-0;540;-0;0;-98;782;-206;0;-1.401;1.435;-0
02.05.2019;19:00;-1.489;978;-0;0;-1.755;0;-1.157;322;-0;528;-0;0;-98;336;-412;0;-1.604;1.373;-0
02.05.2019;20:00;-1.675;933;-0;0;-1.766;0;-1.186;452;-0;487;-0;0;-98;328;-450;0;-1.940;1.565;-0
02.05.2019;21:00;-223;1.138;-0;0;-1.187;0;-876;381;-0;481;-0;0;-98;362;-282;0;-1.817;1.675;-0
02.05.2019;22:00;2.670;1.742;-0;111;-248;0;-1.136;511;-0;587;-0;0;-146;562;-116;0;-947;1.750;-0
02.05.2019;23:00;4.336;1.728;-0;767;-66;15;-893;303;-0;594;-0;0;-147;595;-48;118;-234;1.604;-0
03.05.2019;00:00;4.662;2.495;-0;890;-153;38;-752;15;-96;545;-0;0;-147;565;-72;61;-289;1.562;-0
03.05.2019;01:00;3.110;1.564;-0;946;-197;75;-607;0;-155;425;-0;0;-147;531;-85;0;-697;1.457;-0
03.05.2019;02:00;2.691;1.378;-0;900;-155;102;-590;1;-114;424;-0;0;-147;518;-83;0;-994;1.451;-0
03.05.2019;03:00;1.990;1.187;-0;861;-110;205;-253;0;-287;405;-0;0;-147;496;-151;0;-1.464;1.248;-0
03.05.2019;04:00;1.152;980;-7;680;-253;218;-229;0;-416;392;-0;0;-147;560;-196;0;-1.615;1.185;-0
03.05.2019;05:00;904;773;-84;560;-115;242;-5;0;-691;436;-0;0;-5;516;-293;0;-1.310;880;-0
03.05.2019;06:00;-634;371;-260;200;-151;78;-232;0;-551;480;-0;0;-94;382;-436;0;-1.336;915;-0
03.05.2019;07:00;-1.189;787;-0;0;-1.407;5;-535;0;-464;549;-0;0;-98;465;-658;49;-790;908;-0
03.05.2019;08:00;-704;1.351;-0;0;-1.670;3;-839;0;-270;596;-0;0;-98;152;-575;35;-659;1.270;-0
03.05.2019;09:00;-277;1.724;-0;0;-2.131;2;-873;220;-6;571;-0;0;-98;199;-450;0;-971;1.536;-0
03.05.2019;10:00;697;1.624;-0;0;-1.798;19;-540;333;-0;602;-0;0;-98;275;-435;0;-722;1.437;-0
03.05.2019;11:00;2.289;1.771;-0;0;-1.154;0;-781;524;-0;662;-0;0;-98;502;-217;0;-447;1.527;-0
03.05.2019;12:00;4.485;1.773;-0;0;-341;13;-695;751;-0;698;-0;0;-98;754;-70;85;-43;1.658;-0
03.05.2019;13:00;5.430;1.609;-0;303;-46;193;-418;782;-0;665;-0;0;-1;854;-1;19;-199;1.670;-0
03.05.2019;14:00;6.381;1.626;-0;831;-0;28;-46;819;-0;646;-0;68;-0;1.133;-0;2;-248;1.522;-0
03.05.2019;15:00;6.345;1.818;-0;1.012;-1;43;-120;835;-0;608;-0;70;-0;978;-0;0;-636;1.738;-0
03.05.2019;16:00;5.734;2.108;-0;784;-191;10;-165;908;-0;610;-0;70;-0;1.029;-0;0;-1.173;1.744;-0
03.05.2019;17:00;4.759;1.964;-0;740;-77;24;-426;835;-0;598;-0;4;-0;964;-16;0;-1.513;1.662;-0
03.05.2019;18:00;3.292;1.161;-0;327;-25;172;-527;760;-0;570;-0;0;-93;1.206;-181;0;-1.595;1.517;-0
03.05.2019;19:00;651;695;-0;0;-924;11;-567;748;-0;534;-0;0;-98;873;-345;0;-1.693;1.417;-0
03.05.2019;20:00;-985;530;-11;0;-1.212;0;-961;695;-0;484;-0;0;-98;431;-315;0;-2.101;1.573;-0
03.05.2019;21:00;-1.843;382;-48;0;-1.215;0;-831;400;-0;455;-0;0;-98;350;-291;0;-2.255;1.308;-0
03.05.2019;22:00;210;575;-7;0;-653;2;-738;443;-0;544;-0;0;-146;521;-216;0;-1.479;1.364;-0
03.05.2019;23:00;1.770;916;-0;591;-87;0;-1.024;35;-76;556;-0;0;-147;478;-97;0;-783;1.408;-0
04.05.2019;00:00;3.211;2.471;-0;668;-34;4;-749;0;-452;487;-0;0;-6;481;-193;0;-815;1.349;-0
04.05.2019;01:00;4.361;2.810;-0;889;-23;268;-287;0;-403;459;-0;0;-184;524;-208;0;-796;1.312;-0
04.05.2019;02:00;3.837;2.636;-0;925;-145;507;-187;0;-332;348;-0;0;-197;573;-168;0;-1.415;1.292;-0
04.05.2019;03:00;2.802;2.116;-0;826;-232;839;-2;0;-361;277;-0;0;-97;582;-191;0;-2.080;1.125;-0
04.05.2019;04:00;1.701;1.522;-0;895;-257;839;-0;0;-329;219;-0;0;-2;578;-173;0;-2.639;1.048;-0
04.05.2019;05:00;2.288;1.485;-0;919;-304;1.196;-0;0;-257;245;-0;2;-0;498;-132;0;-2.515;1.151;-0
04.05.2019;06:00;2.714;1.287;-42;805;-313;1.220;-0;9;-113;261;-0;132;-0;553;-105;0;-2.296;1.316;-0
04.05.2019;07:00;2.851;1.297;-0;636;-188;553;-17;115;-14;315;-0;10;-0;636;-69;0;-1.970;1.547;-0
04.05.2019;08:00;1.708;930;-101;124;-269;163;-313;410;-0;378;-0;0;-94;652;-51;0;-1.693;1.572;-0
04.05.2019;09:00;2.457;950;-67;375;-37;384;-696;716;-0;402;-0;0;-98;787;-37;0;-1.758;1.536;-0
04.05.2019;10:00;2.032;1.038;-408;318;-60;586;-178;792;-0;331;-0;0;-1;714;-49;0;-2.540;1.489;-0
04.05.2019;11:00;2.514;807;-914;517;-45;822;-1;1.038;-0;303;-0;127;-0;950;-12;0;-2.717;1.639;-0
04.05.2019;12:00;3.346;784;-946;799;-67;1.209;-0;956;-0;323;-0;187;-0;949;-8;0;-2.501;1.661;-0
04.05.2019;13:00;3.169;1.048;-1.314;1.019;-108;815;-0;892;-0;320;-0;189;-0;921;-34;0;-2.333;1.754;-0
04.05.2019;14:00;2.464;1.031;-2.058;1.216;-99;1.075;-0;840;-0;212;-0;189;-0;1.193;-22;0;-2.972;1.859;-0
04.05.2019;15:00;1.887;1.092;-2.336;1.245;-128;1.101;-0;860;-0;210;-0;189;-0;1.208;-37;0;-3.401;1.884;-0
04.05.2019;16:00;1.402;1.026;-2.358;1.303;-206;1.384;-0;762;-0;145;-0;189;-0;1.044;-41;0;-3.700;1.854;-0
04.05.2019;17:00;1.772;1.101;-1.784;1.271;-149;1.810;-0;569;-0;161;-0;189;-0;769;-76;0;-3.760;1.671;-0
04.05.2019;18:00;1.093;932;-1.147;914;-227;1.432;-0;149;-6;215;-0;199;-0;616;-75;0;-3.522;1.613;-0
04.05.2019;19:00;-908;473;-1.106;617;-258;877;-0;34;-47;210;-0;0;-70;471;-97;0;-3.548;1.536;-0
04.05.2019;20:00;-303;299;-555;536;-173;585;-0;88;-17;223;-0;0;-98;566;-97;0;-3.300;1.640;-0
04.05.2019;21:00;-625;552;-53;201;-181;490;-264;0;-495;311;-0;0;-98;330;-269;0;-2.323;1.174;-0
04.05.2019;22:00;155;859;-0;428;-99;344;-496;0;-656;403;-0;0;-193;320;-326;0;-1.450;1.021;-0
04.05.2019;23:00;285;1.546;-0;670;-63;256;-505;0;-990;420;-0;0;-197;189;-612;0;-1.140;711;-0
05.05.2019;00:00;1.441;3.253;-0;842;-46;238;-124;0;-1.346;400;-0;0;-11;109;-1.050;0;-1.107;283;-0
05.05.2019;01:00;1.983;3.333;-0;1.134;-17;502;-0;0;-1.475;363;-0;2;-0;273;-778;0;-1.482;128;-0
05.05.2019;02:00;1.388;2.969;-0;1.115;-136;1.062;-0;0;-1.603;309;-0;2;-0;335;-795;0;-1.708;0;-162
05.05.2019;03:00;1.659;2.569;-0;1.194;-60;1.638;-0;0;-1.605;302;-0;2;-0;416;-821;0;-1.753;0;-223
05.05.2019;04:00;1.100;2.330;-0;1.115;-0;1.790;-0;0;-1.648;295;-0;2;-0;403;-855;0;-2.014;0;-318
05.05.2019;05:00;150;1.803;-0;948;-13;1.748;-0;0;-1.666;301;-0;61;-0;194;-918;0;-1.903;0;-405
05.05.2019;06:00;862;1.892;-0;748;-60;1.899;-0;0;-1.611;280;-0;100;-0;274;-504;0;-1.959;0;-197
05.05.2019;07:00;1.065;1.992;-0;554;-59;1.933;-0;0;-1.647;258;-0;101;-0;309;-331;0;-1.904;7;-148
05.05.2019;08:00;2.574;1.908;-0;700;-7;1.556;-0;0;-1.215;305;-0;194;-0;474;-243;0;-1.600;502;-0
05.05.2019;09:00;4.497;2.346;-0;830;-30;1.386;-0;0;-753;339;-0;198;-0;471;-106;0;-1.352;1.168;-0
05.05.2019;10:00;5.195;2.172;-0;949;-0;1.295;-0;0;-467;350;-0;198;-0;540;-66;0;-1.197;1.421;-0
05.05.2019;11:00;5.912;2.254;-0;1.077;-0;1.160;-0;0;-333;385;-0;175;-0;927;-51;0;-1.108;1.426;-0
05.05.2019;12:00;5.102;2.381;-0;927;-0;823;-0;0;-524;393;-0;127;-0;718;-65;0;-904;1.226;-0
05.05.2019;13:00;4.066;2.241;-0;810;-0;611;-78;0;-577;346;-0;72;-0;701;-72;0;-1.140;1.152;-0
05.05.2019;14:00;3.636;2.199;-0;898;-5;522;-335;0;-517;298;-0;70;-0;822;-57;0;-1.369;1.110;-0
05.05.2019;15:00;2.164;1.950;-0;877;-31;376;-512;0;-491;220;-0;70;-0;551;-75;0;-1.868;1.097;-0
05.05.2019;16:00;1.053;1.781;-0;657;-159;224;-365;0;-537;172;-0;70;-0;576;-75;0;-2.406;1.115;-0
05.05.2019;17:00;1.187;1.912;-0;463;-75;428;-136;0;-712;150;-0;70;-0;727;-210;0;-2.399;969;-0
05.05.2019;18:00;33;2.245;-0;0;-468;569;-67;0;-795;225;-0;70;-0;223;-394;0;-2.485;910;-0
05.05.2019;19:00;-829;2.136;-0;0;-690;478;-53;0;-919;252;-0;70;-0;13;-718;0;-2.249;851;-0
05.05.2019;20:00;45;2.484;-0;0;-476;92;-122;0;-913;355;-0;100;-0;19;-775;0;-1.738;1.019;-0
05.05.2019;21:00;283;2.851;-0;0;-484;11;-188;0;-1.115;411;-0;147;-0;0;-1.049;0;-1.239;938;-0
05.05.2019;22:00;1.003;3.490;-0;0;-299;3;-737;0;-1.243;524;-0;10;-0;0;-1.176;89;-535;877;-0
05.05.2019;23:00;2.147;3.039;-0;280;-15;34;-503;0;-1.342;541;-0;96;-0;29;-938;364;-69;631;-0
06.05.2019;00:00;2.863;2.393;-0;1.094;-0;171;-45;0;-1.580;497;-0;6;-0;213;-984;734;-0;364;-0
06.05.2019;01:00;3.351;2.386;-0;1.617;-0;214;-37;0;-1.654;497;-0;2;-0;247;-995;773;-0;301;-0
06.05.2019;02:00;3.283;2.402;-0;1.673;-0;133;-2;0;-1.553;463;-0;2;-0;272;-870;424;-0;339;-0
06.05.2019;03:00;2.842;2.355;-0;1.609;-0;158;-17;0;-1.527;437;-0;2;-0;356;-831;125;-194;369;-0
06.05.2019;04:00;3.336;2.366;-0;1.820;-0;232;-36;0;-1.498;472;-0;2;-0;473;-774;90;-263;452;-0
06.05.2019;05:00;3.709;2.127;-0;1.837;-0;15;-216;0;-1.376;494;-0;68;-0;652;-682;180;-139;749;-0
06.05.2019;06:00;1.025;270;-173;628;-1;7;-297;0;-807;453;-0;0;-93;676;-591;0;-373;1.326;-0
06.05.2019;07:00;1.276;328;-1;225;-655;323;-182;0;-537;587;-0;0;-193;442;-710;388;-150;1.411;-0
06.05.2019;08:00;752;535;-38;148;-514;61;-261;7;-117;495;-0;0;-11;144;-371;0;-743;1.417;-0
06.05.2019;09:00;4.041;1.799;-0;6;-307;384;-328;86;-13;536;-0;2;-0;243;-194;360;-16;1.483;-0
06.05.2019;10:00;6.112;1.840;-0;416;-0;286;-130;168;-0;546;-0;2;-0;747;-46;763;-0;1.520;-0
06.05.2019;11:00;5.569;1.950;-0;420;-0;136;-225;206;-0;479;-0;2;-0;882;-146;357;-0;1.508;-0
06.05.2019;12:00;5.526;1.940;-0;481;-0;132;-475;216;-0;484;-0;2;-0;798;-81;420;-0;1.609;-0
06.05.2019;13:00;4.465;1.875;-0;472;-2;115;-533;74;-6;478;-0;0;-89;581;-95;242;-166;1.519;-0
06.05.2019;14:00;5.397;1.624;-0;1.127;-0;425;-344;59;-3;436;-0;60;-0;848;-36;105;-313;1.409;-0
06.05.2019;15:00;4.936;1.760;-0;989;-2;404;-182;42;-9;387;-0;70;-0;818;-33;0;-717;1.409;-0
06.05.2019;16:00;3.716;1.721;-0;736;-18;406;-206;0;-289;370;-0;5;-0;720;-58;0;-1.072;1.401;-0
06.05.2019;17:00;1.574;1.840;-0;198;-116;47;-430;0;-315;349;-0;0;-56;393;-94;0;-1.464;1.222;-0
06.05.2019;18:00;-789;1.747;-0;0;-1.001;14;-617;0;-586;393;-0;0;-97;26;-600;0;-1.021;953;-0
06.05.2019;19:00;-3.483;1.515;-30;0;-2.076;4;-815;0;-611;371;-0;0;-98;0;-1.176;0;-1.570;1.003;-0
06.05.2019;20:00;-2.936;1.449;-160;0;-1.914;8;-871;0;-399;343;-0;0;-98;0;-813;0;-1.824;1.343;-0
06.05.2019;21:00;-1.399;1.750;-77;0;-1.359;7;-924;0;-689;389;-0;0;-98;0;-917;0;-882;1.401;-0
06.05.2019;22:00;614;1.946;-12;24;-624;0;-1.200;0;-780;484;-0;0;-193;0;-745;432;-126;1.408;-0
06.05.2019;23:00;2.252;2.199;-0;637;-0;0;-1.398;0;-1.206;513;-0;0;-197;68;-659;1.178;-0;1.117;-0
07.05.2019;00:00;2.833;2.157;-0;1.398;-0;15;-931;0;-1.512;491;-0;0;-197;304;-643;925;-1;827;-0
07.05.2019;01:00;3.453;1.561;-0;2.339;-0;22;-819;0;-1.408;487;-0;0;-197;550;-608;838;-111;799;-0
07.05.2019;02:00;1.944;1.030;-0;2.038;-0;50;-679;0;-1.428;394;-0;0;-197;469;-644;514;-270;667;-0
07.05.2019;03:00;939;876;-4;1.796;-0;53;-781;0;-1.412;367;-0;0;-197;471;-637;221;-500;686;-0
07.05.2019;04:00;503;906;-0;1.675;-0;41;-1.028;0;-1.375;392;-0;0;-197;238;-609;230;-528;758;-0
07.05.2019;05:00;-1.296;430;-85;1.005;-0;4;-1.366;0;-1.431;384;-0;0;-197;196;-608;80;-507;799;-0
07.05.2019;06:00;-3.679;105;-307;137;-220;0;-1.639;0;-1.028;327;-0;0;-197;0;-1.000;0;-953;1.096;-0
07.05.2019;07:00;-3.461;784;-206;57;-1.042;0;-1.451;0;-715;353;-0;0;-197;55;-675;0;-1.274;850;-0
07.05.2019;08:00;-1.645;1.607;-14;87;-1.033;0;-1.450;0;-669;445;-0;0;-102;1;-642;74;-842;893;-0
07.05.2019;09:00;494;2.244;-0;79;-838;18;-1.055;0;-417;481;-0;0;-98;89;-700;279;-546;958;-0
07.05.2019;10:00;3.273;2.307;-0;372;-276;11;-1.023;0;-528;533;-0;0;-98;123;-267;808;-16;1.327;-0
07.05.2019;11:00;2.859;1.940;-0;322;-115;0;-1.386;0;-358;496;-0;0;-98;168;-126;635;-156;1.537;-0
07.05.2019;12:00;2.486;1.754;-0;219;-178;0;-1.531;0;-300;501;-0;0;-98;251;-114;524;-160;1.618;-0
07.05.2019;13:00;2.758;1.706;-0;385;-15;0;-1.648;0;-159;479;-0;0;-98;641;-23;302;-232;1.420;-0
07.05.2019;14:00;3.608;1.533;-0;957;-0;0;-1.553;29;-10;408;-0;0;-98;1.339;-0;20;-436;1.419;-0
