Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
02.06.2017;00:00;-;2.213;-0;256;-0;0;-1.776;620;-320;-;-;0;-609;545;-0;826;-0;650;-0
02.06.2017;01:00;-;1.501;-0;116;-92;0;-1.549;528;-290;-;-;0;-608;560;-0;320;-0;640;-0
02.06.2017;02:00;-;1.269;-0;34;-172;0;-1.570;701;-214;-;-;0;-608;725;-0;0;-192;763;-0
02.06.2017;03:00;-;998;-0;0;-713;0;-1.559;541;-232;-;-;0;-608;669;-0;0;-1.094;723;-0
02.06.2017;04:00;-;780;-0;0;-735;0;-1.532;576;-176;-;-;0;-608;640;-0;0;-1.336;878;-0
02.06.2017;05:00;-;490;-0;0;-788;0;-1.253;641;-195;-;-;0;-608;566;-0;0;-1.471;770;-0
02.06.2017;06:00;-;0;-122;0;-1.366;83;-699;802;-161;-;-;0;-96;512;-0;0;-1.742;874;-0
02.06.2017;07:00;-;0;-19;0;-2.203;1.010;-6;441;-95;-;-;3;-0;254;-0;0;-1.600;786;-0
02.06.2017;08:00;-;1.065;-0;0;-2.042;1.439;-0;663;-131;-;-;3;-0;320;-0;0;-909;527;-0
02.06.2017;09:00;-;2.124;-0;0;-1.687;1.226;-0;1.022;-123;-;-;2;-0;585;-0;0;-59;731;-0
02.06.2017;10:00;-;2.412;-0;0;-1.196;1.737;-0;1.182;-124;-;-;2;-0;796;-0;343;-0;807;-0
02.06.2017;11:00;-;2.707;-0;0;-863;1.673;-0;1.182;-131;-;-;70;-0;863;-0;639;-0;808;-0
02.06.2017;12:00;-;2.944;-0;94;-598;1.641;-0;1.311;-142;-;-;146;-0;982;-0;1.171;-0;852;-0
02.06.2017;13:00;-;2.767;-0;112;-593;1.712;-0;1.316;-151;-;-;314;-0;1.043;-0;1.104;-0;868;-0
02.06.2017;14:00;-;2.948;-0;110;-632;1.405;-0;1.313;-160;-;-;102;-0;1.098;-0;834;-0;863;-0
02.06.2017;15:00;-;2.972;-0;128;-365;169;-60;1.466;-205;-;-;3;-0;1.110;-0;577;-0;894;-0
02.06.2017;16:00;-;2.507;-0;0;-562;10;-483;1.655;-233;-;-;0;-66;1.030;-0;306;-0;901;-0
02.06.2017;17:00;-;2.631;-0;0;-1.335;12;-540;1.395;-201;-;-;0;-101;844;-0;0;-181;823;-0
02.06.2017;18:00;-;2.137;-0;0;-1.379;0;-611;878;-156;-;-;0;-136;319;-0;0;-444;811;-0
02.06.2017;19:00;-;1.494;-0;0;-1.469;0;-739;478;-143;-;-;0;-106;10;-39;0;-955;633;-0
02.06.2017;20:00;-;1.421;-0;0;-1.115;0;-819;643;-164;-;-;0;-543;215;-0;0;-857;794;-0
02.06.2017;21:00;-;1.430;-0;0;-895;0;-948;814;-211;-;-;0;-608;255;-0;0;-582;912;-0
02.06.2017;22:00;-;2.501;-0;107;-348;0;-1.166;869;-344;-;-;0;-609;293;-0;619;-0;772;-0
02.06.2017;23:00;-;2.877;-0;283;-28;0;-1.420;1.039;-387;-;-;0;-609;586;-0;998;-0;951;-0
03.06.2017;00:00;-;2.548;-0;299;-0;0;-1.454;1.062;-314;-;-;0;-97;752;-0;486;-0;1.153;-0
03.06.2017;01:00;-;3.075;-0;281;-23;0;-1.639;815;-360;-;-;0;-460;548;-0;383;-0;1.149;-0
03.06.2017;02:00;-;2.935;-0;569;-0;0;-1.701;878;-383;-;-;0;-233;727;-0;93;-0;1.192;-0
03.06.2017;03:00;-;2.694;-0;538;-0;0;-1.657;865;-382;-;-;0;-205;757;-0;0;-472;1.188;-0
03.06.2017;04:00;-;3.121;-0;296;-0;0;-1.694;838;-377;-;-;0;-538;610;-0;0;-622;1.153;-0
03.06.2017;05:00;-;2.734;-0;0;-593;0;-1.531;806;-341;-;-;0;-86;527;-0;0;-993;1.146;-0
03.06.2017;06:00;-;1.906;-0;0;-530;0;-460;658;-272;-;-;0;-187;519;-0;0;-1.245;1.018;-0
03.06.2017;07:00;-;1.703;-0;0;-649;2;-175;560;-160;-;-;0;-196;643;-0;0;-1.327;988;-0
03.06.2017;08:00;-;1.884;-0;0;-1.052;83;-214;445;-85;-;-;0;-196;643;-0;0;-663;1.007;-0
03.06.2017;09:00;-;2.491;-0;0;-1.239;174;-220;407;-27;-;-;0;-196;725;-0;0;-173;1.007;-0
03.06.2017;10:00;-;2.556;-0;0;-1.307;305;-382;544;-10;-;-;0;-7;866;-0;0;-49;962;-0
03.06.2017;11:00;-;2.307;-0;0;-1.079;282;-35;645;-15;-;-;2;-0;1.035;-0;57;-0;987;-0
03.06.2017;12:00;-;2.300;-0;105;-406;300;-9;905;-8;-;-;2;-0;1.375;-0;795;-0;908;-0
03.06.2017;13:00;-;2.290;-0;220;-138;140;-450;1.328;-65;-;-;2;-0;1.630;-0;1.053;-0;833;-0
03.06.2017;14:00;-;1.835;-0;170;-181;122;-681;1.207;-69;-;-;2;-0;1.602;-0;768;-0;730;-0
03.06.2017;15:00;-;1.194;-0;90;-312;106;-810;1.175;-59;-;-;2;-0;1.413;-0;253;-0;665;-0
03.06.2017;16:00;-;1.058;-0;36;-372;312;-656;801;-62;-;-;2;-0;1.178;-0;0;-256;639;-0
03.06.2017;17:00;-;913;-0;0;-1.173;273;-315;581;-51;-;-;0;-185;687;-0;0;-718;697;-0
03.06.2017;18:00;-;1.238;-0;0;-1.261;367;-453;185;-51;-;-;0;-196;313;-0;0;-848;526;-0
03.06.2017;19:00;-;1.520;-0;0;-1.491;359;-494;77;-121;-;-;0;-196;0;-58;0;-929;456;-0
03.06.2017;20:00;-;1.693;-0;0;-1.441;279;-428;138;-145;-;-;0;-196;0;-187;0;-1.165;514;-0
03.06.2017;21:00;-;1.533;-0;0;-1.345;192;-472;210;-101;-;-;0;-196;0;-39;0;-1.291;538;-0
03.06.2017;22:00;-;2.325;-0;0;-1.007;128;-643;188;-259;-;-;0;-196;9;-108;0;-54;357;-0
03.06.2017;23:00;-;2.635;-0;6;-622;73;-735;298;-235;-;-;0;-196;84;-3;495;-0;489;-0
04.06.2017;00:00;-;2.642;-0;0;-625;56;-617;401;-122;-;-;0;-196;388;-0;0;-330;789;-0
04.06.2017;01:00;-;2.298;-0;0;-434;64;-383;266;-150;-;-;0;-196;315;-0;0;-862;718;-0
04.06.2017;02:00;-;2.060;-0;40;-37;713;-13;203;-140;-;-;0;-6;326;-0;0;-1.052;622;-0
04.06.2017;03:00;-;1.805;-0;198;-1;1.209;-0;274;-121;-;-;2;-0;623;-0;0;-1.371;730;-0
04.06.2017;04:00;-;1.974;-0;95;-2;1.400;-0;263;-167;-;-;2;-0;662;-0;0;-1.547;679;-0
04.06.2017;05:00;-;1.572;-0;0;-317;2.109;-0;227;-83;-;-;71;-0;653;-0;0;-1.720;689;-0
04.06.2017;06:00;-;1.411;-0;15;-257;2.124;-0;147;-50;-;-;519;-0;689;-0;0;-1.816;644;-0
04.06.2017;07:00;-;1.480;-0;62;-109;2.083;-0;202;-101;-;-;592;-0;702;-0;0;-1.434;717;-0
04.06.2017;08:00;-;1.035;-0;0;-217;1.724;-0;556;-72;-;-;592;-0;690;-0;0;-1.681;893;-0
04.06.2017;09:00;-;1.220;-0;0;-250;1.768;-0;821;-86;-;-;498;-0;607;-0;0;-1.273;890;-0
04.06.2017;10:00;-;1.830;-0;0;-602;1.935;-0;1.205;-128;-;-;308;-0;879;-0;0;-1.066;990;-0
04.06.2017;11:00;-;2.678;-0;8;-316;2.074;-0;1.435;-161;-;-;273;-0;875;-0;0;-505;945;-0
04.06.2017;12:00;-;3.432;-0;254;-5;1.148;-0;1.868;-232;-;-;225;-0;1.287;-0;271;-0;966;-0
04.06.2017;13:00;-;3.384;-0;198;-19;2.065;-0;1.854;-251;-;-;200;-0;1.382;-0;691;-0;829;-0
04.06.2017;14:00;-;3.429;-0;160;-99;2.090;-0;1.768;-236;-;-;175;-0;1.349;-0;705;-0;858;-0
04.06.2017;15:00;-;3.485;-0;138;-169;2.103;-0;1.820;-256;-;-;175;-0;1.314;-0;676;-0;990;-0
04.06.2017;16:00;-;2.535;-0;63;-245;2.081;-0;1.496;-219;-;-;175;-0;1.134;-0;0;-144;1.062;-0
04.06.2017;17:00;-;2.610;-0;321;-23;2.034;-0;1.212;-207;-;-;200;-0;1.039;-0;0;-152;1.057;-0
04.06.2017;18:00;-;3.003;-0;195;-13;1.436;-0;1.386;-282;-;-;10;-0;1.004;-0;0;-335;1.214;-0
04.06.2017;19:00;-;2.990;-0;122;-16;191;-23;1.029;-245;-;-;0;-185;455;-0;0;-256;915;-0
04.06.2017;20:00;-;2.848;-0;111;-37;27;-648;1.021;-224;-;-;0;-196;222;-0;0;-318;769;-0
04.06.2017;21:00;-;2.781;-0;160;-45;3;-1.087;1.079;-225;-;-;0;-196;192;-0;0;-124;728;-0
04.06.2017;22:00;-;3.521;-0;324;-86;0;-1.667;881;-344;-;-;0;-564;16;-95;850;-0;357;-0
04.06.2017;23:00;-;3.299;-0;187;-108;0;-1.703;862;-352;-;-;0;-609;200;-0;658;-0;652;-0
05.06.2017;00:00;-;3.248;-0;668;-0;0;-1.675;978;-264;-;-;0;-609;440;-0;509;-0;688;-0
05.06.2017;01:00;-;2.886;-0;822;-0;0;-1.498;1.365;-236;-;-;0;-609;735;-0;135;-0;810;-0
05.06.2017;02:00;-;2.792;-0;862;-0;0;-1.076;1.375;-223;-;-;0;-347;1.064;-0;0;-347;850;-0
05.06.2017;03:00;-;2.359;-0;286;-0;0;-1.200;1.354;-211;-;-;0;-268;981;-0;0;-1.109;883;-0
05.06.2017;04:00;-;1.952;-0;162;-0;219;-1.042;1.304;-188;-;-;0;-168;957;-0;0;-1.351;915;-0
05.06.2017;05:00;-;1.488;-0;283;-30;546;-717;1.485;-169;-;-;0;-5;1.111;-0;0;-1.747;1.076;-0
05.06.2017;06:00;-;632;-0;407;-107;1.051;-4;1.702;-155;-;-;2;-0;1.236;-0;0;-2.108;1.260;-0
05.06.2017;07:00;-;1.245;-0;468;-5;1.180;-0;1.932;-147;-;-;2;-0;1.331;-0;0;-1.650;1.103;-0
05.06.2017;08:00;-;2.257;-0;809;-0;480;-152;2.073;-165;-;-;2;-0;1.386;-0;0;-552;1.186;-0
05.06.2017;09:00;-;2.516;-0;985;-0;475;-40;2.202;-256;-;-;2;-0;1.305;-0;103;-0;1.193;-0
05.06.2017;10:00;-;1.656;-0;985;-0;1.839;-0;2.183;-285;-;-;119;-0;1.522;-0;0;-74;1.118;-0
05.06.2017;11:00;-;1.710;-0;1.443;-0;1.909;-0;2.317;-336;-;-;5;-0;1.518;-0;456;-0;1.082;-0
05.06.2017;12:00;-;1.857;-0;1.713;-0;2.033;-0;2.429;-406;-;-;2;-0;1.708;-0;1.030;-0;1.110;-0
05.06.2017;13:00;-;1.609;-0;1.440;-0;2.061;-0;2.328;-380;-;-;110;-0;1.899;-0;544;-0;1.080;-0
05.06.2017;14:00;-;1.755;-0;1.463;-0;1.453;-0;2.216;-360;-;-;222;-0;1.921;-0;465;-0;1.065;-0
05.06.2017;15:00;-;1.675;-0;1.476;-0;792;-31;2.079;-303;-;-;297;-0;1.745;-0;17;-0;983;-0
05.06.2017;16:00;-;2.161;-0;1.524;-0;276;-432;2.178;-357;-;-;0;-174;1.608;-0;0;-231;991;-0
05.06.2017;17:00;-;1.555;-0;787;-0;0;-1.167;2.280;-400;-;-;0;-552;1.433;-0;0;-1.047;1.018;-0
05.06.2017;18:00;-;1.173;-0;24;-48;0;-1.593;2.158;-364;-;-;0;-609;851;-0;0;-1.388;1.009;-0
05.06.2017;19:00;-;1.260;-0;0;-361;0;-1.533;1.950;-302;-;-;0;-608;371;-0;0;-1.143;967;-0
05.06.2017;20:00;-;1.037;-0;0;-641;0;-1.468;1.626;-270;-;-;0;-608;156;-0;0;-1.583;959;-0
05.06.2017;21:00;-;1.339;-0;0;-369;0;-1.518;1.677;-304;-;-;0;-608;268;-0;0;-1.393;984;-0
05.06.2017;22:00;-;2.112;-0;78;-9;0;-1.542;1.757;-348;-;-;0;-608;289;-0;0;-521;1.060;-0
05.06.2017;23:00;-;2.746;-0;721;-0;0;-1.607;1.906;-384;-;-;0;-608;662;-0;0;-17;1.245;-0
06.06.2017;00:00;-;2.873;-0;1.026;-0;82;-663;2.105;-524;-;-;0;-97;2.127;-0;0;-710;1.403;-0
06.06.2017;01:00;-;2.791;-0;1.044;-0;598;-540;2.206;-542;-;-;212;-0;2.813;-0;0;-1.203;1.432;-0
06.06.2017;02:00;-;2.399;-0;786;-0;1.049;-107;2.267;-532;-;-;224;-0;2.900;-0;0;-1.624;1.481;-0
06.06.2017;03:00;-;2.016;-0;501;-0;1.535;-0;2.176;-500;-;-;78;-0;2.741;-0;0;-1.976;1.307;-0
06.06.2017;04:00;-;1.667;-0;437;-66;1.467;-0;2.151;-501;-;-;2;-0;2.589;-0;0;-2.211;1.271;-0
06.06.2017;05:00;-;1.434;-0;737;-7;854;-14;2.477;-588;-;-;175;-0;2.741;-0;0;-2.574;1.273;-0
06.06.2017;06:00;-;565;-0;637;-32;77;-382;2.506;-580;-;-;0;-289;2.160;-0;0;-2.560;1.277;-0
06.06.2017;07:00;-;991;-0;113;-131;65;-581;2.437;-561;-;-;0;-573;1.523;-0;0;-1.976;1.210;-0
06.06.2017;08:00;-;1.383;-0;237;-136;28;-590;2.330;-543;-;-;0;-609;1.398;-0;0;-1.777;1.141;-0
06.06.2017;09:00;-;2.047;-0;212;-109;17;-621;2.435;-571;-;-;0;-609;1.744;-0;0;-1.524;1.224;-0
06.06.2017;10:00;-;2.614;-0;163;-74;32;-634;2.577;-643;-;-;0;-609;1.882;-0;0;-1.231;1.248;-0
06.06.2017;11:00;-;2.495;-0;202;-79;44;-591;2.575;-727;-;-;0;-609;1.640;-0;0;-1.252;1.219;-0
06.06.2017;12:00;-;2.015;-0;585;-0;69;-592;2.495;-753;-;-;0;-96;1.767;-0;0;-1.221;1.187;-0
06.06.2017;13:00;-;2.298;-0;592;-0;348;-579;2.545;-776;-;-;2;-0;1.844;-0;0;-1.190;1.133;-0
06.06.2017;14:00;-;2.326;-0;776;-32;1.140;-302;2.367;-710;-;-;2;-0;1.995;-0;0;-1.236;1.009;-0
06.06.2017;15:00;-;1.920;-0;879;-0;1.478;-0;2.324;-677;-;-;122;-0;1.832;-0;0;-1.479;940;-0
06.06.2017;16:00;-;1.808;-0;950;-0;1.266;-10;2.464;-692;-;-;150;-0;2.031;-0;0;-1.553;1.065;-0
06.06.2017;17:00;-;1.779;-0;600;-51;1.322;-396;2.266;-625;-;-;175;-0;1.901;-0;0;-1.865;1.058;-0
06.06.2017;18:00;-;1.455;-0;708;-0;799;-575;2.114;-571;-;-;9;-0;1.920;-0;0;-1.688;1.176;-0
06.06.2017;19:00;-;1.363;-0;659;-0;231;-584;2.118;-567;-;-;2;-0;1.564;-0;0;-1.466;1.210;-0
06.06.2017;20:00;-;840;-0;279;-7;331;-438;1.900;-517;-;-;0;-70;1.382;-0;0;-2.268;1.127;-0
06.06.2017;21:00;-;959;-0;580;-0;1.372;-222;1.690;-465;-;-;2;-0;1.456;-0;0;-1.740;989;-0
06.06.2017;22:00;-;1.535;-0;730;-0;911;-111;1.896;-472;-;-;2;-0;1.524;-0;0;-702;1.026;-0
06.06.2017;23:00;-;1.697;-0;892;-0;1.860;-0;1.658;-426;-;-;76;-0;1.785;-0;0;-298;1.017;-0
07.06.2017;00:00;-;1.542;-0;1.053;-0;1.966;-0;1.755;-458;-;-;2;-0;2.237;-0;0;-993;1.111;-0
07.06.2017;01:00;-;1.912;-0;823;-0;1.760;-0;1.579;-412;-;-;61;-0;2.271;-0;0;-1.350;1.029;-0
07.06.2017;02:00;-;1.494;-0;822;-0;2.089;-0;1.693;-425;-;-;2;-0;2.365;-0;0;-1.547;1.075;-0
07.06.2017;03:00;-;1.178;-0;754;-0;2.127;-0;1.827;-475;-;-;76;-0;2.384;-0;0;-1.911;1.126;-0
07.06.2017;04:00;-;1.064;-0;837;-0;2.127;-0;1.826;-505;-;-;77;-0;2.406;-0;0;-1.916;1.003;-0
07.06.2017;05:00;-;1.065;-0;1.194;-0;2.049;-0;1.831;-531;-;-;77;-0;2.527;-0;0;-1.856;949;-0
07.06.2017;06:00;-;1.690;-0;1.260;-0;1.997;-0;2.057;-689;-;-;77;-0;2.438;-0;0;-1.387;1.105;-0
07.06.2017;07:00;-;2.161;-0;1.115;-0;2.118;-0;2.224;-712;-;-;77;-0;2.026;-0;0;-1.047;1.124;-0
07.06.2017;08:00;-;2.474;-0;838;-0;2.124;-0;2.235;-700;-;-;77;-0;2.049;-0;0;-834;1.058;-0
07.06.2017;09:00;-;2.359;-0;625;-0;2.118;-0;2.098;-619;-;-;77;-0;2.215;-0;0;-816;1.051;-0
07.06.2017;10:00;-;1.941;-0;790;-0;2.118;-0;2.136;-629;-;-;77;-0;2.348;-0;0;-875;1.101;-0
07.06.2017;11:00;-;1.932;-0;901;-0;2.092;-0;2.384;-678;-;-;77;-0;2.603;-0;0;-838;1.200;-0
07.06.2017;12:00;-;2.054;-0;706;-0;2.074;-0;2.568;-667;-;-;77;-0;2.970;-0;0;-971;1.290;-0
07.06.2017;13:00;-;2.012;-0;1.009;-0;2.131;-0;2.383;-550;-;-;77;-0;3.244;-0;0;-1.050;1.140;-0
07.06.2017;14:00;-;1.779;-0;1.359;-0;2.116;-0;2.402;-554;-;-;77;-0;3.345;-0;0;-903;1.215;-0
07.06.2017;15:00;-;1.819;-0;1.422;-0;2.107;-0;2.374;-584;-;-;76;-0;3.257;-0;0;-1.097;1.183;-0
07.06.2017;16:00;-;1.819;-0;1.653;-0;2.118;-0;2.320;-566;-;-;76;-0;3.184;-0;0;-966;1.193;-0
07.06.2017;17:00;-;2.135;-0;1.222;-0;2.146;-0;2.090;-580;-;-;76;-0;2.870;-0;0;-724;1.077;-0
07.06.2017;18:00;-;2.209;-0;868;-0;1.910;-0;1.978;-642;-;-;2;-0;2.144;-0;0;-476;974;-0
07.06.2017;19:00;-;1.985;-0;1.088;-0;423;-28;2.173;-653;-;-;2;-0;1.859;-0;0;-322;1.135;-0
07.06.2017;20:00;-;1.914;-0;1.027;-0;559;-558;2.339;-633;-;-;2;-0;1.400;-0;0;-617;1.067;-0
07.06.2017;21:00;-;1.946;-0;1.123;-0;357;-585;2.318;-653;-;-;0;-59;1.383;-0;0;-475;1.114;-0
07.06.2017;22:00;-;2.474;-0;1.205;-0;75;-619;2.186;-657;-;-;2;-0;1.456;-0;0;-9;1.156;-0
07.06.2017;23:00;-;2.543;-0;1.153;-0;311;-473;2.108;-654;-;-;2;-0;2.136;-0;268;-0;1.301;-0
08.06.2017;00:00;-;2.663;-0;1.802;-0;489;-189;2.183;-661;-;-;75;-0;2.561;-0;468;-0;1.162;-0
08.06.2017;01:00;-;2.601;-0;1.588;-0;234;-17;2.286;-713;-;-;2;-0;2.680;-0;575;-0;1.156;-0
08.06.2017;02:00;-;2.166;-0;1.419;-0;39;-329;2.454;-718;-;-;2;-0;2.822;-0;0;-8;1.209;-0
08.06.2017;03:00;-;2.342;-0;1.326;-0;47;-511;2.257;-678;-;-;2;-0;2.556;-0;0;-552;1.161;-0
08.06.2017;04:00;-;2.092;-0;1.250;-0;66;-304;2.152;-647;-;-;1;-0;2.529;-0;0;-795;1.111;-0
08.06.2017;05:00;-;2.029;-0;1.381;-0;32;-229;2.082;-660;-;-;0;-192;2.250;-0;0;-873;1.128;-0
08.06.2017;06:00;-;792;-0;533;-0;0;-836;2.021;-548;-;-;0;-412;1.268;-0;0;-1.901;1.156;-0
08.06.2017;07:00;-;874;-0;0;-289;0;-1.132;2.017;-524;-;-;0;-522;732;-0;0;-1.770;1.111;-0
08.06.2017;08:00;-;1.957;-0;19;-354;0;-1.014;1.895;-485;-;-;0;-605;1.069;-0;0;-1.075;1.043;-0
08.06.2017;09:00;-;2.241;-0;145;-129;0;-520;1.974;-473;-;-;0;-606;1.728;-0;0;-729;1.176;-0
08.06.2017;10:00;-;2.281;-0;319;-0;0;-399;2.117;-506;-;-;0;-607;2.284;-0;0;-856;1.187;-0
08.06.2017;11:00;-;2.093;-0;586;-0;14;-433;2.105;-448;-;-;0;-316;2.264;-0;0;-826;1.054;-0
08.06.2017;12:00;-;2.073;-0;605;-0;524;-4;2.164;-409;-;-;0;-75;2.522;-0;0;-718;1.098;-0
08.06.2017;13:00;-;2.276;-0;1.166;-0;668;-1;2.292;-387;-;-;2;-0;2.880;-0;0;-369;1.128;-0
08.06.2017;14:00;-;2.319;-0;1.312;-0;591;-14;2.253;-374;-;-;2;-0;3.101;-0;0;-268;1.120;-0
08.06.2017;15:00;-;1.981;-0;1.099;-0;276;-3;2.233;-397;-;-;2;-0;2.923;-0;0;-676;1.077;-0
08.06.2017;16:00;-;2.037;-0;807;-0;10;-268;2.187;-376;-;-;3;-0;2.299;-0;0;-886;991;-0
08.06.2017;17:00;-;1.814;-0;28;-97;76;-277;1.885;-271;-;-;0;-430;1.508;-0;0;-1.482;920;-0
08.06.2017;18:00;-;1.383;-0;0;-571;73;-126;1.005;-160;-;-;0;-605;175;-82;0;-1.607;893;-0
08.06.2017;19:00;-;1.012;-0;0;-1.399;0;-492;665;-125;-;-;0;-608;0;-736;0;-2.238;642;-0
08.06.2017;20:00;-;942;-0;0;-1.551;0;-800;744;-155;-;-;0;-608;0;-825;0;-2.658;769;-0
08.06.2017;21:00;-;1.386;-0;0;-912;0;-900;1.052;-214;-;-;0;-608;0;-513;0;-2.195;1.013;-0
08.06.2017;22:00;-;2.535;-0;0;-633;0;-1.099;1.222;-305;-;-;0;-608;13;-112;0;-1.104;1.007;-0
08.06.2017;23:00;-;2.915;-0;29;-126;0;-1.291;1.392;-327;-;-;0;-608;702;-0;0;-627;1.221;-0
09.06.2017;00:00;-;2.505;-0;762;-0;0;-1.222;1.680;-395;-;-;0;-570;1.630;-0;0;-1.340;1.184;-0
09.06.2017;01:00;-;2.380;-0;646;-0;0;-1.213;2.047;-488;-;-;0;-526;2.132;-0;0;-1.903;1.195;-0
09.06.2017;02:00;-;2.359;-0;556;-0;0;-1.226;1.961;-451;-;-;0;-513;2.117;-0;0;-1.968;1.189;-0
09.06.2017;03:00;-;2.352;-0;285;-5;0;-1.327;1.872;-418;-;-;0;-446;1.906;-0;0;-2.405;1.075;-0
09.06.2017;04:00;-;1.642;-0;152;-43;0;-961;1.794;-415;-;-;0;-389;1.986;-0;0;-2.777;999;-0
09.06.2017;05:00;-;876;-0;322;-0;0;-1.157;1.999;-468;-;-;0;-249;2.230;-0;0;-2.773;1.162;-0
09.06.2017;06:00;-;0;-62;27;-198;136;-452;1.638;-279;-;-;0;-13;1.199;-0;0;-2.810;1.067;-0
09.06.2017;07:00;-;22;-0;0;-433;161;-47;1.424;-180;-;-;2;-0;420;-0;0;-1.807;1.006;-0
09.06.2017;08:00;-;63;-0;1;-380;1.119;-0;981;-87;-;-;2;-0;392;-0;0;-1.406;842;-0
09.06.2017;09:00;-;695;-0;32;-408;1.489;-0;970;-60;-;-;2;-0;584;-0;0;-1.104;866;-0
09.06.2017;10:00;-;1.015;-0;43;-569;-;-;-;-;-;-;2;-0;817;-0;0;-1.131;1.000;-0
09.06.2017;11:00;-;999;-0;109;-366;1.389;-0;1.293;-117;-;-;2;-0;1.055;-0;0;-955;945;-0
09.06.2017;12:00;-;681;-0;335;-34;1.570;-0;1.648;-221;-;-;2;-0;1.563;-0;0;-497;900;-0
09.06.2017;13:00;-;625;-0;688;-0;1.169;-0;1.923;-353;-;-;2;-0;2.041;-0;0;-401;939;-0
09.06.2017;14:00;-;529;-0;1.028;-0;563;-0;2.054;-437;-;-;2;-0;2.570;-0;0;-549;1.021;-0
09.06.2017;15:00;-;234;-0;1.111;-0;357;-49;2.171;-516;-;-;2;-0;2.589;-0;0;-841;1.011;-0
09.06.2017;16:00;-;0;-56;782;-0;187;-90;2.284;-579;-;-;2;-0;2.346;-0;0;-1.339;1.053;-0
09.06.2017;17:00;-;25;-0;466;-0;8;-79;2.455;-595;-;-;2;-0;1.950;-0;0;-1.720;1.107;-0
09.06.2017;18:00;-;192;-0;161;-20;0;-773;2.288;-562;-;-;2;-0;1.275;-0;0;-1.387;1.133;-0
09.06.2017;19:00;-;202;-0;20;-214;0;-960;1.962;-517;-;-;0;-496;602;-0;0;-1.394;1.190;-0
09.06.2017;20:00;-;243;-0;0;-546;0;-1.049;2.120;-488;-;-;0;-608;562;-0;0;-1.714;1.263;-0
09.06.2017;21:00;-;9;-0;0;-728;0;-993;1.931;-412;-;-;0;-608;357;-0;0;-1.766;1.150;-0
09.06.2017;22:00;-;774;-0;27;-484;0;-1.234;1.185;-330;-;-;0;-608;66;-1;0;-697;727;-0
09.06.2017;23:00;-;1.372;-0;324;-0;0;-1.278;1.041;-338;-;-;0;-608;526;-0;0;-64;709;-0
10.06.2017;00:00;-;1.520;-0;1.211;-0;0;-1.607;967;-357;-;-;0;-608;763;-0;0;-289;786;-0
10.06.2017;01:00;-;1.974;-0;1.140;-0;0;-1.669;871;-333;-;-;0;-608;917;-0;0;-377;951;-0
10.06.2017;02:00;-;1.920;-0;1.341;-0;0;-1.689;849;-307;-;-;0;-608;1.197;-0;0;-801;1.001;-0
10.06.2017;03:00;-;1.423;-0;1.146;-0;0;-1.668;837;-292;-;-;0;-608;1.063;-0;0;-1.391;1.003;-0
10.06.2017;04:00;-;1.176;-0;808;-0;0;-1.683;636;-392;-;-;0;-608;946;-0;0;-1.783;845;-0
10.06.2017;05:00;-;951;-0;916;-0;0;-1.647;720;-394;-;-;0;-609;1.326;-0;0;-1.951;858;-0
10.06.2017;06:00;-;830;-0;579;-0;0;-1.267;691;-326;-;-;0;-608;1.368;-0;0;-2.048;779;-0
10.06.2017;07:00;-;811;-0;324;-0;0;-1.097;1.003;-241;-;-;0;-609;1.672;-0;0;-1.689;868;-0
10.06.2017;08:00;-;1.529;-0;278;-0;0;-811;1.256;-205;-;-;0;-609;1.642;-0;0;-1.057;959;-0
10.06.2017;09:00;-;2.338;-0;457;-0;4;-503;1.520;-212;-;-;0;-480;1.907;-0;0;-362;1.047;-0
10.06.2017;10:00;-;2.744;-0;844;-0;318;-190;1.672;-199;-;-;0;-58;2.497;-0;10;-0;1.097;-0
10.06.2017;11:00;-;2.708;-0;1.143;-0;154;-299;1.652;-158;-;-;2;-0;2.999;-0;271;-0;1.075;-0
10.06.2017;12:00;-;3.086;-0;1.573;-0;316;-110;1.671;-192;-;-;2;-0;3.055;-0;882;-0;1.064;-0
10.06.2017;13:00;-;3.237;-0;1.624;-0;9;-233;1.697;-225;-;-;2;-0;3.331;-0;600;-0;1.070;-0
10.06.2017;14:00;-;3.445;-0;1.653;-0;70;-36;1.273;-198;-;-;2;-0;3.208;-0;730;-0;955;-0
10.06.2017;15:00;-;2.647;-0;1.525;-0;4;-133;1.091;-161;-;-;2;-0;3.003;-0;0;-86;880;-0
10.06.2017;16:00;-;2.138;-0;1.600;-0;4;-150;889;-119;-;-;2;-0;2.693;-0;0;-530;850;-0
10.06.2017;17:00;-;1.773;-0;965;-0;66;-258;738;-114;-;-;2;-0;1.977;-0;0;-709;829;-0
10.06.2017;18:00;-;1.175;-0;0;-339;2;-152;449;-68;-;-;0;-499;815;-0;0;-1.062;752;-0
